0 0 105 0 0	0 0 44 0 31 0 5 0 23
0 1 78 0 0	0 4 3 27 28 0 4 0 9
0 2 60 0 0	0 0 3 20 27 0 1 0 7
0 3 44 0 0	0 0 2 8 26 0 1 0 4
0 4 34 0 0	0 0 2 0 25 0 1 0 4
0 5 34 0 0	0 0 2 0 25 0 1 0 4
0 6 33 0 0	0 0 2 0 24 0 1 0 4
0 7 32 0 0	0 0 2 0 24 0 1 0 4
0 8 32 0 0	0 0 2 0 24 0 1 0 3
0 9 32 0 0	0 0 2 0 24 0 1 0 3
0 10 32 0 0	0 0 2 0 23 0 1 0 4
0 11 34 0 0	0 0 3 0 24 0 1 0 4
0 12 33 0 0	0 0 2 0 24 0 1 0 4
0 13 32 0 0	0 0 2 0 23 0 1 0 4
0 14 32 0 0	0 0 2 0 24 0 1 0 4
0 15 32 0 0	0 0 2 0 24 0 1 0 3
0 16 32 0 0	0 0 2 0 23 0 1 0 3
0 17 32 0 0	0 0 2 0 24 0 1 0 3
0 18 32 0 0	0 0 2 0 24 0 1 0 3
0 19 32 0 0	0 0 2 0 23 0 1 0 3
0 20 32 0 0	0 0 2 0 24 0 1 0 3
0 21 32 0 0	0 0 2 0 24 0 1 0 3
0 22 32 0 0	0 0 2 0 24 0 1 0 3
0 23 32 0 0	0 0 2 0 23 0 1 0 4
0 24 32 0 0	0 0 2 0 24 0 1 0 4
0 25 32 24 24	0 0 2 0 23 0 1 0 4
0 26 32 24 24	0 0 2 0 23 0 1 0 4
0 27 33 24 24	0 0 2 0 24 0 1 0 4
0 28 33 24 24	0 0 4 0 23 0 1 0 3
0 29 34 24 24	0 0 4 0 24 0 1 0 4
0 30 34 24 24	0 0 4 0 24 0 1 0 3
0 31 33 24 24	0 0 3 0 23 0 1 0 4
0 32 32 24 24	0 0 2 0 24 0 1 0 4
0 33 32 24 24	0 0 2 0 24 0 1 0 3
0 34 31 24 24	0 0 2 0 23 0 1 0 3
0 35 32 24 24	0 0 2 0 24 0 1 0 3
0 36 32 24 24	0 0 2 0 24 0 1 0 3
0 37 32 24 24	0 0 2 0 24 0 1 0 3
0 38 32 24 24	0 0 2 0 24 0 1 0 3
0 39 32 24 24	0 0 2 0 24 0 1 0 3
0 40 33 24 24	0 0 2 0 25 0 1 0 3
0 41 32 24 24	0 0 2 0 24 0 1 0 4
0 42 33 24 24	0 0 2 0 24 0 1 0 4
0 43 33 24 24	0 0 4 0 23 0 1 0 3
0 44 33 24 24	0 0 4 0 23 0 1 0 3
0 45 34 24 24	0 0 4 0 24 0 1 0 3
0 46 33 24 24	0 0 4 0 23 0 1 0 3
0 47 34 24 24	0 0 4 0 24 0 1 0 4
0 48 34 24 24	0 0 4 0 24 0 1 0 4
0 49 34 24 24	0 0 4 0 23 0 1 0 4
0 50 34 24 24	0 0 4 0 24 0 1 0 3
0 51 34 24 24	0 0 4 0 24 0 1 0 4
0 52 34 24 24	0 0 4 0 23 0 1 0 4
0 53 33 24 24	0 0 4 0 23 0 1 0 3
0 54 34 24 24	0 0 4 0 24 0 1 0 4
0 55 34 24 24	0 0 4 0 23 0 1 0 4
0 56 34 24 24	0 0 4 0 24 0 1 0 4
0 57 33 24 24	0 0 4 0 24 0 1 0 3
0 58 32 24 24	0 0 4 0 23 0 1 0 3
0 59 33 24 24	0 0 4 0 24 0 1 0 3
0 60 34 24 24	0 0 4 0 24 0 1 0 3
0 61 33 24 24	0 0 4 0 23 0 1 0 3
0 62 34 24 24	0 0 4 0 24 0 1 0 3
0 63 34 24 24	0 0 4 0 24 0 1 0 3
0 64 33 24 24	0 0 4 0 23 0 1 0 3
0 65 34 24 24	0 0 4 0 24 0 1 0 4
0 66 34 24 24	0 0 4 0 24 0 1 0 4
0 67 33 24 24	0 0 4 0 23 0 1 0 3
0 68 34 24 24	0 0 4 0 24 0 1 0 4
0 69 34 24 24	0 0 4 0 24 0 1 0 4
0 70 33 24 24	0 0 3 0 23 0 1 0 3
0 71 33 24 24	0 0 3 0 24 0 1 0 4
0 72 33 24 24	0 0 2 0 24 0 1 0 3
0 73 33 24 24	0 0 2 0 23 0 1 0 4
0 74 33 24 24	0 0 2 0 24 0 1 0 4
0 75 33 24 24	0 0 2 0 24 0 1 0 4
0 76 32 25 25	0 0 2 0 23 0 1 0 4
0 77 33 25 25	0 0 2 0 24 0 1 0 4
0 78 33 25 25	0 0 2 0 24 0 1 0 4
0 79 33 25 25	0 0 2 0 23 0 1 0 4
0 80 33 25 25	0 0 2 0 24 0 1 0 4
0 81 33 25 25	0 0 2 0 24 0 1 0 4
0 82 32 25 25	0 0 2 0 23 0 1 0 4
0 83 33 25 25	0 0 2 0 24 0 1 0 4
0 84 32 25 25	0 0 2 0 24 0 1 0 4
0 85 33 25 25	0 0 2 0 23 0 1 0 4
0 86 32 25 25	0 0 2 0 24 0 1 0 4
0 87 33 25 25	0 0 2 0 24 0 1 0 4
0 88 32 25 25	0 0 2 0 23 0 1 0 4
0 89 32 25 25	0 0 2 0 24 0 1 0 3
0 90 32 25 25	0 0 2 0 24 0 1 0 3
0 91 32 25 25	0 0 2 0 23 0 1 0 3
0 92 32 25 25	0 0 2 0 24 0 1 0 3
0 93 32 25 25	0 0 2 0 24 0 1 0 4
0 94 32 25 25	0 0 2 0 23 0 1 0 4
0 95 33 25 25	0 0 2 0 24 0 1 0 4
0 96 33 25 25	0 0 2 0 24 0 1 0 3
0 97 33 25 25	0 0 2 0 24 0 1 0 4
0 98 33 25 25	0 0 2 0 24 0 1 0 4
0 99 33 25 25	0 0 2 0 24 0 1 0 4
0 100 33 25 25	0 0 2 0 24 0 1 0 4
0 101 33 25 25	0 0 2 0 24 0 1 0 4
0 102 34 24 24	0 0 2 0 24 0 1 0 4
0 103 33 24 24	0 0 2 0 24 0 1 0 4
0 104 34 24 24	0 0 2 0 24 0 1 0 5
0 105 33 24 24	0 0 2 0 24 0 1 0 4
0 106 33 24 24	0 0 2 0 24 0 1 0 5
0 107 33 24 24	0 0 2 0 24 0 1 0 4
0 108 33 24 24	0 0 2 0 24 0 1 0 4
0 109 33 24 24	0 0 2 0 24 0 1 0 4
0 110 33 24 24	0 0 2 0 24 0 1 0 4
0 111 33 24 24	0 0 2 0 24 0 1 0 4
0 112 33 24 24	0 0 2 0 24 0 1 0 4
0 113 33 24 24	0 0 2 0 24 0 1 0 4
0 114 33 24 24	0 0 2 0 24 0 1 0 4
0 115 33 24 24	0 0 2 0 24 0 1 0 4
0 116 33 24 24	0 0 2 0 24 0 1 0 4
0 117 33 24 24	0 0 2 0 24 0 1 0 4
0 118 32 24 24	0 0 2 0 23 0 1 0 4
0 119 33 24 24	0 0 2 0 24 0 1 0 4
0 120 33 24 24	0 0 2 0 24 0 1 0 4
0 121 33 24 24	0 0 2 0 24 0 1 0 4
0 122 33 24 24	0 0 2 0 24 0 1 0 4
0 123 33 24 24	0 0 2 0 24 0 1 0 4
0 124 32 24 24	0 0 2 0 23 0 1 0 4
0 125 33 24 24	0 0 2 0 24 0 1 0 4
0 126 33 24 24	0 0 2 0 24 0 1 0 4
0 127 32 24 24	0 0 2 0 23 0 1 0 4
0 128 33 25 25	0 0 2 0 24 0 1 0 4
0 129 33 25 25	0 0 2 0 24 0 1 0 4
0 130 33 25 25	0 0 2 0 23 0 1 0 4
0 131 33 25 25	0 0 2 0 24 0 1 0 4
0 132 33 25 25	0 0 2 0 24 0 1 0 4
0 133 33 25 25	0 0 2 0 23 0 1 0 4
0 134 33 25 25	0 0 2 0 24 0 1 0 4
0 135 33 25 25	0 0 2 0 24 0 1 0 4
0 136 33 25 25	0 0 2 0 23 0 1 0 4
0 137 33 25 25	0 0 2 0 24 0 1 0 4
0 138 33 25 25	0 0 2 0 24 0 1 0 4
0 139 33 25 25	0 0 2 0 23 0 1 0 4
0 140 33 25 25	0 0 2 0 24 0 1 0 4
0 141 33 25 25	0 0 2 0 24 0 1 0 4
0 142 33 25 25	0 0 3 0 23 0 1 0 4
0 143 33 25 25	0 0 2 0 24 0 1 0 4
0 144 33 25 25	0 0 2 0 23 0 1 0 4
0 145 33 25 25	0 0 2 0 23 0 1 0 4
0 146 33 25 25	0 0 2 0 24 0 1 0 4
0 147 33 25 25	0 0 2 0 24 0 1 0 5
0 148 33 25 25	0 0 2 0 23 0 1 0 5
0 149 33 25 25	0 0 2 0 24 0 1 0 4
0 150 33 25 25	0 0 2 0 24 0 1 0 4
0 151 33 25 25	0 0 2 0 24 0 1 0 4
0 152 33 25 25	0 0 2 0 24 0 1 0 4
0 153 33 24 24	0 0 2 0 24 0 1 0 4
0 154 33 24 24	0 0 2 0 23 0 1 0 4
0 155 33 24 24	0 0 2 0 24 0 1 0 4
0 156 33 24 24	0 0 2 0 24 0 1 0 4
0 157 33 24 24	0 0 2 0 23 0 1 0 4
0 158 33 24 24	0 0 2 0 24 0 1 0 4
0 159 32 24 24	0 0 2 0 23 0 1 0 4
0 160 32 24 24	0 0 2 0 23 0 1 0 4
0 161 32 24 24	0 0 2 0 24 0 1 0 4
0 162 32 24 24	0 0 2 0 24 0 1 0 4
0 163 32 24 24	0 0 2 0 23 0 1 0 3
0 164 32 24 24	0 0 2 0 24 0 1 0 4
0 165 32 24 24	0 0 2 0 23 0 1 0 4
0 166 33 24 24	0 0 3 0 23 0 1 0 4
0 167 33 24 24	0 0 2 0 24 0 1 0 4
0 168 33 24 24	0 0 2 0 23 0 1 0 4
0 169 42 24 24	0 0 2 0 24 0 6 0 8
0 170 41 24 24	0 0 5 0 28 0 1 0 6
0 171 33 24 24	0 0 3 0 23 0 1 0 3
0 172 34 24 24	0 0 3 0 24 0 1 0 4
0 173 34 24 24	0 0 2 0 24 0 1 0 4
0 174 33 24 24	0 0 2 0 24 0 1 0 4
0 175 33 24 24	0 0 2 0 25 0 1 0 4
0 176 34 24 24	0 0 3 0 24 0 1 0 4
0 177 34 24 24	0 0 2 0 24 0 1 0 4
0 178 45 24 24	0 0 2 0 34 0 1 0 6
0 179 34 24 24	0 0 2 0 24 0 1 0 4
0 180 33 24 24	0 0 2 0 24 0 1 0 4
0 181 32 24 24	0 0 2 0 23 0 1 0 4
0 182 33 24 24	0 0 2 0 24 0 1 0 4
0 183 33 24 24	0 0 2 0 24 0 1 0 4
0 184 33 24 24	0 0 2 0 23 0 1 0 4
0 185 33 24 24	0 0 2 0 24 0 1 0 4
0 186 33 24 24	0 0 2 0 24 0 1 0 4
0 187 33 24 24	0 0 2 0 24 0 1 0 4
0 188 32 24 24	0 0 2 0 23 0 1 0 4
0 189 32 24 24	0 0 2 0 23 0 1 0 3
0 190 32 24 24	0 0 2 0 24 0 1 0 3
0 191 32 24 24	0 0 2 0 24 0 1 0 4
0 192 32 24 24	0 0 2 0 24 0 1 0 3
0 193 31 24 24	0 0 2 0 23 0 1 0 3
0 194 33 24 24	0 0 3 0 24 0 1 0 4
0 195 32 24 24	0 0 2 0 23 0 1 0 4
0 196 33 24 24	0 0 2 0 23 0 1 0 4
0 197 32 24 24	0 0 2 0 24 0 1 0 4
0 198 32 24 24	0 0 2 0 24 0 1 0 4
0 199 35 24 24	0 0 2 0 26 0 1 0 4
0 200 33 24 24	0 0 2 0 24 0 1 0 4
0 201 32 24 24	0 0 2 0 24 0 1 0 4
0 202 32 24 24	0 0 2 0 23 0 1 0 4
0 203 33 24 24	0 0 2 0 24 0 1 0 4
0 204 32 25 25	0 0 2 0 24 0 1 0 4
0 205 33 25 25	0 0 2 0 24 0 1 0 4
0 206 33 25 25	0 0 2 0 24 0 1 0 4
0 207 33 25 25	0 0 2 0 23 0 1 0 4
0 208 34 25 25	0 0 3 0 23 0 1 0 4
0 209 33 25 25	0 0 2 0 24 0 1 0 5
0 210 33 25 25	0 0 2 0 23 0 1 0 5
0 211 36 25 25	0 0 2 0 26 0 1 0 5
0 212 34 25 25	0 0 2 0 24 0 1 0 4
0 213 33 25 25	0 0 2 0 23 0 1 0 5
0 214 33 25 25	0 0 2 0 23 0 1 0 4
0 215 33 25 25	0 0 2 0 24 0 1 0 4
0 216 33 25 25	0 0 2 0 23 0 1 0 4
0 217 33 25 25	0 0 2 0 23 0 1 0 4
0 218 33 25 25	0 0 2 0 24 0 1 0 4
0 219 33 25 25	0 0 2 0 23 0 1 0 4
0 220 32 25 25	0 0 2 0 23 0 1 0 4
0 221 33 25 25	0 0 2 0 24 0 1 0 4
0 222 33 25 25	0 0 2 0 24 0 1 0 4
0 223 33 25 25	0 0 2 0 23 0 1 0 4
0 224 34 25 25	0 0 2 0 24 0 1 0 5
0 225 34 25 25	0 0 2 0 24 0 1 0 5
0 226 33 25 25	0 0 2 0 23 0 1 0 4
0 227 34 25 25	0 0 3 0 24 0 1 0 4
0 228 34 25 25	0 0 3 0 23 0 1 0 4
0 229 34 24 24	0 0 3 0 23 0 1 0 4
0 230 33 24 24	0 0 2 0 24 0 1 0 4
0 231 33 24 24	0 0 2 0 24 0 1 0 4
0 232 33 24 24	0 0 2 0 23 0 1 0 4
0 233 33 24 24	0 0 2 0 24 0 1 0 4
0 234 33 24 24	0 0 2 0 23 0 1 0 4
0 235 33 24 24	0 0 2 0 23 0 1 0 5
0 236 33 24 24	0 0 2 0 24 0 1 0 4
0 237 33 24 24	0 0 2 0 23 0 1 0 4
0 238 33 24 24	0 0 2 0 23 0 1 0 4
0 239 33 24 24	0 0 2 0 24 0 1 0 4
0 240 33 24 24	0 0 2 0 23 0 1 0 4
0 241 33 24 24	0 0 2 0 24 0 1 0 4
0 242 33 24 24	0 0 2 0 24 0 1 0 5
0 243 33 24 24	0 0 2 0 23 0 1 0 4
0 244 33 24 24	0 0 2 0 23 0 1 0 4
0 245 33 24 24	0 0 2 0 24 0 1 0 4
0 246 33 24 24	0 0 2 0 24 0 1 0 4
0 247 33 24 24	0 0 2 0 23 0 1 0 4
0 248 33 24 24	0 0 2 0 24 0 1 0 4
0 249 33 24 24	0 0 2 0 24 0 1 0 5
0 250 33 24 24	0 0 2 0 23 0 1 0 4
0 251 33 24 24	0 0 2 0 24 0 1 0 4
0 252 34 24 24	0 0 2 0 24 0 1 0 5
0 253 34 24 24	0 0 2 0 24 0 1 0 5
0 254 33 24 24	0 0 2 0 24 0 1 0 4
0 255 34 25 25	0 0 2 0 24 0 1 0 5
0 256 34 25 25	0 0 2 0 24 0 1 0 5
0 257 34 25 25	0 0 2 0 24 0 1 0 5
0 258 34 25 25	0 0 3 0 23 0 1 0 5
0 259 35 25 25	0 0 3 0 24 0 1 0 5
0 260 35 25 25	0 0 3 0 24 0 1 0 5
0 261 33 25 25	0 0 2 0 24 0 1 0 5
0 262 33 25 25	0 0 2 0 24 0 1 0 5
0 263 34 25 25	0 0 2 0 24 0 1 0 5
0 264 34 25 25	0 0 2 0 24 0 1 0 5
0 265 35 25 25	0 0 4 0 24 0 1 0 5
0 266 34 25 25	0 0 3 0 24 0 1 0 4
0 267 35 25 25	0 0 2 0 24 0 1 0 6
0 268 34 25 25	0 0 2 0 24 0 1 0 5
0 269 35 25 25	0 0 3 0 24 0 1 0 5
0 270 34 25 25	0 0 2 0 24 0 1 0 4
0 271 34 25 25	0 0 2 0 24 0 1 0 5
